CountyID,CountyName,Population5Over,PercentSpeakOnlyEnglish,PercentSpeakOnlyEnglishMarginOfError
48285,"Lavaca County, Texas",18141,81.9,1.4
48287,"Lee County, Texas",15597,81.6,2.5
48289,"Leon County, Texas",15734,90,1.5
48291,"Liberty County, Texas",70791,83.4,0.8
48293,"Limestone County, Texas",21971,82.5,1
48295,"Lipscomb County, Texas",3063,76.3,4.3
48297,"Live Oak County, Texas",11042,71.6,2.1
48299,"Llano County, Texas",18426,93.7,1.3
48301,"Loving County, Texas",87,100,33.4
48303,"Lubbock County, Texas",262584,78.2,0.6
48305,"Lynn County, Texas",5417,65.2,2.6
48307,"McCulloch County, Texas",7785,80.7,2.3
48309,"McLennan County, Texas",220367,80.7,0.7
48311,"McMullen County, Texas",583,47.5,11.6
48313,"Madison County, Texas",12951,81.7,1.8
48315,"Marion County, Texas",9946,95.2,1.3
48317,"Martin County, Texas",4568,70.6,4.6
48319,"Mason County, Texas",3816,83,3.7
48321,"Matagorda County, Texas",34025,72,2
48323,"Maverick County, Texas",49986,5.8,0.8
48325,"Medina County, Texas",43590,66,2
48327,"Menard County, Texas",2093,72.4,6.6
48329,"Midland County, Texas",130682,70,1.2
48331,"Milam County, Texas",22847,84.9,2
48333,"Mills County, Texas",4652,88.5,2.5
48335,"Mitchell County, Texas",8850,73.4,3.1
48337,"Montague County, Texas",18450,90.9,1.5
48339,"Montgomery County, Texas",438207,80.8,0.5
48341,"Moore County, Texas",20028,45.9,2
48343,"Morris County, Texas",12063,92.4,0.6
48345,"Motley County, Texas",1131,89.5,4.7
48347,"Nacogdoches County, Texas",60561,83.8,0.9
48349,"Navarro County, Texas",44400,79.5,1.1
48351,"Newton County, Texas",13537,96.2,1.3
48353,"Nolan County, Texas",14004,77.9,2.2
48355,"Nueces County, Texas",320314,59.8,0.7
48357,"Ochiltree County, Texas",9504,57.3,2.3
48359,"Oldham County, Texas",1958,89.6,4.4
48361,"Orange County, Texas",77046,94.7,0.6
48363,"Palo Pinto County, Texas",26098,87.1,1.5
48365,"Panola County, Texas",22329,93.3,0.7
48367,"Parker County, Texas",111341,91.5,0.6
48369,"Parmer County, Texas",9297,50.6,2.2
48371,"Pecos County, Texas",14393,47.8,2.9
48373,"Polk County, Texas",43050,86.7,0.8
48375,"Potter County, Texas",111372,69.4,0.9
48377,"Presidio County, Texas",6983,12.9,2.7
48379,"Rains County, Texas",10440,92.8,1.5
48381,"Randall County, Texas",114750,89.2,0.9
48383,"Reagan County, Texas",3220,49.2,5.3
48385,"Real County, Texas",3204,86.8,3.9
48387,"Red River County, Texas",12070,94.5,1.4
48389,"Reeves County, Texas",12862,37.9,2.3
48391,"Refugio County, Texas",6893,72.5,2.6
48393,"Roberts County, Texas",959,96.7,2.1
48395,"Robertson County, Texas",15424,84.7,2
48397,"Rockwall County, Texas",75498,84.3,1.1
48399,"Runnels County, Texas",9799,86.9,2.4
48401,"Rusk County, Texas",50078,86.8,0.6
48403,"Sabine County, Texas",10119,95,1.4
48405,"San Augustine County, Texas",8420,95.5,1.6
48407,"San Jacinto County, Texas",25096,91.5,1.7
48409,"San Patricio County, Texas",60397,64.2,0.9
48411,"San Saba County, Texas",5708,78.4,2.7
48413,"Schleicher County, Texas",3051,65.8,3.9
48415,"Scurry County, Texas",15745,71.3,2.5
48417,"Shackelford County, Texas",3159,91.6,2.1
48419,"Shelby County, Texas",23780,84.6,1.6
48421,"Sherman County, Texas",2853,66.1,4
48423,"Smith County, Texas",197259,83.1,0.6
48425,"Somervell County, Texas",8048,83.6,1.5
48427,"Starr County, Texas",55496,4.4,0.8
48429,"Stephens County, Texas",8891,84.4,2.4
48431,"Sterling County, Texas",1243,72.5,9.1
48433,"Stonewall County, Texas",1291,89.6,5.1
48435,"Sutton County, Texas",3779,52.7,5.6
48437,"Swisher County, Texas",7181,74.8,2.6
48439,"Tarrant County, Texas",1705872,72.3,0.3
48441,"Taylor County, Texas",122768,85,0.9
48443,"Terrell County, Texas",802,50.7,9.1
48445,"Terry County, Texas",11680,64.1,4
48447,"Throckmorton County, Texas",1537,93,3.2
48449,"Titus County, Texas",29541,63.8,1.2
48451,"Tom Green County, Texas",104228,76,1.1
48453,"Travis County, Texas",986314,68.7,0.4
48455,"Trinity County, Texas",13741,93.3,0.8
48457,"Tyler County, Texas",20528,93.1,1.5
48459,"Upshur County, Texas",37117,94.2,0.8
48461,"Upton County, Texas",3032,59,4.4
48463,"Uvalde County, Texas",24529,46.6,2.7
48465,"Val Verde County, Texas",44648,27.8,1.8
48467,"Van Zandt County, Texas",49468,92,0.6
48469,"Victoria County, Texas",81524,75.2,1.3
48471,"Walker County, Texas",65024,84.3,0.8
48473,"Waller County, Texas",40774,76.3,1.4
48475,"Ward County, Texas",10057,64.6,3.5
48477,"Washington County, Texas",31803,86.1,1.4
48479,"Webb County, Texas",229502,8.7,0.5
48481,"Wharton County, Texas",38257,73.4,2
48483,"Wheeler County, Texas",5106,80.7,2.4
48485,"Wichita County, Texas",122513,87.1,0.7
48487,"Wilbarger County, Texas",12443,85.3,2.2
48489,"Willacy County, Texas",20554,54.6,4.1
48491,"Williamson County, Texas",407945,79.3,0.6
48493,"Wilson County, Texas",41189,76.6,1.7
48495,"Winkler County, Texas",6644,57,3.4
48497,"Wise County, Texas",55984,86.5,0.9
48499,"Wood County, Texas",39951,93,0.7
48501,"Yoakum County, Texas",7271,48.7,3.3
48503,"Young County, Texas",17158,86.7,1.5
48505,"Zapata County, Texas",12590,12.8,2.5
48507,"Zavala County, Texas",10779,20.7,3
49001,"Beaver County, Utah",5942,93.5,2.1
49003,"Box Elder County, Utah",45372,92.8,0.9
49005,"Cache County, Utah",102994,86.2,0.6
49007,"Carbon County, Utah",19525,92.8,1.1
49009,"Daggett County, Utah",776,98.2,1.8
49011,"Davis County, Utah",280975,91.2,0.5
49013,"Duchesne County, Utah",17075,93.1,1
49015,"Emery County, Utah",9960,94.2,1
49017,"Garfield County, Utah",4810,93.2,1.8
49019,"Grand County, Utah",8707,92.4,3
49021,"Iron County, Utah",42376,93.9,1.3
49023,"Juab County, Utah",9283,94.6,1.9
49025,"Kane County, Utah",6750,97.2,1.4
49027,"Millard County, Utah",11448,88.2,1.1
49029,"Morgan County, Utah",8777,96.7,1
49031,"Piute County, Utah",1705,92.6,2.5
49033,"Rich County, Utah",2071,97.7,1.3
49035,"Salt Lake County, Utah",958918,80.3,0.3
49037,"San Juan County, Utah",13553,55,1.9
49039,"Sanpete County, Utah",25882,90.1,0.8
49041,"Sevier County, Utah",19103,95.3,0.9
49043,"Summit County, Utah",34795,87.2,1.2
49045,"Tooele County, Utah",53458,91,1.1
49047,"Uintah County, Utah",30307,91.4,1
49049,"Utah County, Utah",471537,86.9,0.4
49051,"Wasatch County, Utah",22224,85,1.6
49053,"Washington County, Utah",129910,91.5,0.7
49055,"Wayne County, Utah",2593,96.2,2
49057,"Weber County, Utah",213505,86.8,0.6
50001,"Addison County, Vermont",35185,94.9,0.6
50003,"Bennington County, Vermont",35010,95.8,0.8
50005,"Caledonia County, Vermont",29530,96.6,0.7
50007,"Chittenden County, Vermont",149900,91.6,0.5
50009,"Essex County, Vermont",5997,91.3,1.3
50011,"Franklin County, Vermont",45018,96.4,0.5
50013,"Grand Isle County, Vermont",6677,96.6,0.7
50015,"Lamoille County, Vermont",23183,95.9,0.9
50017,"Orange County, Vermont",27530,97.1,0.5
50019,"Orleans County, Vermont",25777,94,0.7
50021,"Rutland County, Vermont",58550,95.9,0.5
50023,"Washington County, Vermont",56410,96.2,0.5
50025,"Windham County, Vermont",42152,95.7,0.5
50027,"Windsor County, Vermont",53748,96,0.5
51001,"Accomack County, Virginia",31271,89.9,0.9
51003,"Albemarle County, Virginia",94995,88.7,0.7
51005,"Alleghany County, Virginia",15525,97.7,0.7
51007,"Amelia County, Virginia",11952,96.3,1.9
51009,"Amherst County, Virginia",30464,97,0.7
51011,"Appomattox County, Virginia",14219,98.8,0.6
51013,"Arlington County, Virginia",202409,71,0.7
51015,"Augusta County, Virginia",70149,96.9,0.5
51017,"Bath County, Virginia",4364,97.9,1.9
51019,"Bedford County, Virginia",65827,96.8,0.6
51021,"Bland County, Virginia",6512,99.2,0.9
51023,"Botetourt County, Virginia",31541,97.9,0.6
51025,"Brunswick County, Virginia",16422,97,0.7
51027,"Buchanan County, Virginia",22835,98.2,0.6
51029,"Buckingham County, Virginia",16203,96.7,0.9
51031,"Campbell County, Virginia",52113,97.4,0.6
51033,"Caroline County, Virginia",26877,95.1,1.1
51035,"Carroll County, Virginia",28605,96.9,0.6
51036,"Charles City County, Virginia",6918,98,0.7
51037,"Charlotte County, Virginia",11744,98.3,0.9
51041,"Chesterfield County, Virginia",300744,89.4,0.4
51043,"Clarke County, Virginia",13478,94.3,1.5
51045,"Craig County, Virginia",4886,98.3,1.6
51047,"Culpeper County, Virginia",44112,91.3,1
51049,"Cumberland County, Virginia",9351,95.8,3.5
51051,"Dickenson County, Virginia",14893,98.1,0.9
51053,"Dinwiddie County, Virginia",26492,97.3,0.8
51057,"Essex County, Virginia",10572,97.1,1.3
51059,"Fairfax County, Virginia",1026672,62.7,0.4
51061,"Fauquier County, Virginia",62218,91.5,0.7
51063,"Floyd County, Virginia",14562,96.8,1.6
51065,"Fluvanna County, Virginia",24388,96.2,1
51067,"Franklin County, Virginia",53334,96.8,0.6
51069,"Frederick County, Virginia",74640,92.1,0.9
51071,"Giles County, Virginia",16163,95.3,3.2
51073,"Gloucester County, Virginia",35015,97.2,0.7
51075,"Goochland County, Virginia",20621,94.6,1.2
51077,"Grayson County, Virginia",14691,97.5,0.7
51079,"Greene County, Virginia",17151,94.3,1.2
51081,"Greensville County, Virginia",11522,96.9,0.9
51083,"Halifax County, Virginia",33996,97.8,0.4
51085,"Hanover County, Virginia",95188,95.9,0.4
51087,"Henrico County, Virginia",291042,85.8,0.6
51089,"Henry County, Virginia",50628,94.3,0.4
51091,"Highland County, Virginia",2226,99.5,0.5
51093,"Isle of Wight County, Virginia",33620,96.1,0.8
51095,"James City County, Virginia",64678,92.8,0.8
51097,"King and Queen County, Virginia",6527,95.5,1.4
51099,"King George County, Virginia",22362,95.9,1.3
51101,"King William County, Virginia",14970,97.3,1
51103,"Lancaster County, Virginia",10870,96.3,1.1
51105,"Lee County, Virginia",24184,97,1.4
51107,"Loudoun County, Virginia",298849,70.4,0.6
51109,"Louisa County, Virginia",31464,96.8,0.9
51111,"Lunenburg County, Virginia",12106,95.3,1.1
51113,"Madison County, Virginia",12523,97.9,1.5
51115,"Mathews County, Virginia",8727,97.7,1.4
51117,"Mecklenburg County, Virginia",30735,97.6,0.6
51119,"Middlesex County, Virginia",10467,97.9,0.9
51121,"Montgomery County, Virginia",90685,89,0.9
51125,"Nelson County, Virginia",14386,97.6,1.4
51127,"New Kent County, Virginia",17831,97.2,0.9
51131,"Northampton County, Virginia",11638,92.2,0.8
51133,"Northumberland County, Virginia",11824,97.6,1.4
51135,"Nottoway County, Virginia",14984,95.1,1.6
51137,"Orange County, Virginia",32013,93.2,2.2
51139,"Page County, Virginia",22707,97.5,0.7
51141,"Patrick County, Virginia",17701,97.9,1
51143,"Pittsylvania County, Virginia",60087,97.1,0.4
51145,"Powhatan County, Virginia",26918,95.5,0.8
51147,"Prince Edward County, Virginia",22178,94,2
51149,"Prince George County, Virginia",34612,92.3,1.1
51153,"Prince William County, Virginia",382771,69.8,0.6
51155,"Pulaski County, Virginia",33005,97.6,0.7
51157,"Rappahannock County, Virginia",7109,95,1.7
51159,"Richmond County, Virginia",8823,90.5,3.6
51161,"Roanoke County, Virginia",88248,93.1,0.6
51163,"Rockbridge County, Virginia",21297,96.2,0.7
51165,"Rockingham County, Virginia",72308,91.5,0.7
51167,"Russell County, Virginia",27085,99.1,0.6
51169,"Scott County, Virginia",21813,98.8,0.6
51171,"Shenandoah County, Virginia",39833,92.5,0.8
51173,"Smyth County, Virginia",30172,98.1,0.5
51175,"Southampton County, Virginia",17537,98,0.7
51177,"Spotsylvania County, Virginia",116209,90.5,0.6
51179,"Stafford County, Virginia",123124,87.2,0.8
51181,"Surry County, Virginia",6562,98.3,1
51183,"Sussex County, Virginia",11487,97.5,0.8
51185,"Tazewell County, Virginia",42351,98.6,0.5
51187,"Warren County, Virginia",35565,95.3,1
51191,"Washington County, Virginia",52119,97.7,0.4
51193,"Westmoreland County, Virginia",16606,96.9,1.5
51195,"Wise County, Virginia",38950,97.4,0.5
51197,"Wythe County, Virginia",27782,97.7,0.6
51199,"York County, Virginia",62109,91.2,0.8
51510,"Alexandria city, Virginia",133221,68.9,1.1
51515,"Bedford city, Virginia",5852,96.1,2.4
51520,"Bristol city, Virginia",16749,96.8,1.4
51530,"Buena Vista city, Virginia",6310,96.1,1.9
51540,"Charlottesville city, Virginia",41317,86.1,1.3
51550,"Chesapeake city, Virginia",211165,92.6,0.4
51570,"Colonial Heights city, Virginia",16530,92.8,2
51580,"Covington city, Virginia",5552,96.6,2.6
51590,"Danville city, Virginia",40233,95.1,0.5
51595,"Emporia city, Virginia",5355,96.5,2.5
51600,"Fairfax city, Virginia",21550,68.2,2.2
51610,"Falls Church city, Virginia",11883,76.6,3.1
51620,"Franklin city, Virginia",7943,97.7,1
51630,"Fredericksburg city, Virginia",24095,88.2,1.8
51640,"Galax city, Virginia",6542,90.9,4.1
51650,"Hampton city, Virginia",128303,92.7,0.5
51660,"Harrisonburg city, Virginia",47421,78.2,1.3
51670,"Hopewell city, Virginia",20601,93.9,1.8
51678,"Lexington city, Virginia",6736,91.5,2.1
51680,"Lynchburg city, Virginia",71883,93.3,0.7
51683,"Manassas city, Virginia",35983,63.6,1.6
51685,"Manassas Park city, Virginia",13785,55.6,2.8
51690,"Martinsville city, Virginia",12899,94.8,1.5
51700,"Newport News city, Virginia",167500,89.6,0.6
51710,"Norfolk city, Virginia",227400,90.4,0.5
51720,"Norton city, Virginia",3878,97,3.6
51730,"Petersburg city, Virginia",29853,95,0.9
51735,"Poquoson city, Virginia",11629,93.6,1.9
51740,"Portsmouth city, Virginia",88746,95.4,0.5
51750,"Radford city, Virginia",16172,93.3,1.5
51760,"Richmond city, Virginia",194637,90.2,0.4
51770,"Roanoke city, Virginia",90288,91.2,0.9
51775,"Salem city, Virginia",23718,93.9,0.9
51790,"Staunton city, Virginia",22639,96,0.9
51800,"Suffolk city, Virginia",79066,95.5,0.7
51810,"Virginia Beach city, Virginia",412652,88.3,0.3
51820,"Waynesboro city, Virginia",19752,95.1,1.3
51830,"Williamsburg city, Virginia",14213,89.7,1.6
51840,"Winchester city, Virginia",24773,82.3,1.6
53001,"Adams County, Washington",16760,47.4,2.4
53003,"Asotin County, Washington",20537,96.2,0.9
53005,"Benton County, Washington",165755,82,0.8
53007,"Chelan County, Washington",68057,75.8,0.8
53009,"Clallam County, Washington",68434,94.6,0.7
53011,"Clark County, Washington",403416,86,0.6
53013,"Columbia County, Washington",3810,95.6,1.3
53015,"Cowlitz County, Washington",95579,92.6,0.7
53017,"Douglas County, Washington",36019,73,1.3
53019,"Ferry County, Washington",7252,95.7,1
53021,"Franklin County, Washington",73209,52.4,1.3
53023,"Garfield County, Washington",2157,95.7,3
53025,"Grant County, Washington",82236,66.8,1.1
53027,"Grays Harbor County, Washington",68016,90.3,0.7
53029,"Island County, Washington",74292,91.3,0.7
53031,"Jefferson County, Washington",28904,95.6,1
53033,"King County, Washington",1851646,74.1,0.3
53035,"Kitsap County, Washington",237960,91.2,0.5
53037,"Kittitas County, Washington",39314,90.7,1
53039,"Klickitat County, Washington",19448,89.5,1.6
53041,"Lewis County, Washington",70890,91.2,0.8
53043,"Lincoln County, Washington",9960,96,2.7
53045,"Mason County, Washington",57364,92.2,0.7
53047,"Okanogan County, Washington",38355,82.9,1
53049,"Pacific County, Washington",19828,90.1,0.9
53051,"Pend Oreille County, Washington",12343,96.3,1
53053,"Pierce County, Washington",749266,85.3,0.3
53055,"San Juan County, Washington",15300,92.8,0.8
53057,"Skagit County, Washington",110111,85.8,1
53059,"Skamania County, Washington",10593,92.8,1.5
53061,"Snohomish County, Washington",677450,81.3,0.5
53063,"Spokane County, Washington",443933,92.2,0.4
53065,"Stevens County, Washington",41318,96.1,1
53067,"Thurston County, Washington",240448,89.2,0.5
53069,"Wahkiakum County, Washington",3849,95.4,1.7
53071,"Walla Walla County, Washington",55502,80.3,1.2
53073,"Whatcom County, Washington",191873,87.5,0.7
53075,"Whitman County, Washington",43522,87.6,1.1
53077,"Yakima County, Washington",223339,60.4,0.7
54001,"Barbour County, West Virginia",15760,98.9,0.6
54003,"Berkeley County, West Virginia",98753,95.1,0.7
54005,"Boone County, West Virginia",23012,99.5,0.3
54007,"Braxton County, West Virginia",13755,99,0.4
54009,"Brooke County, West Virginia",22924,98.3,0.5
54011,"Cabell County, West Virginia",91000,97.2,0.5
54013,"Calhoun County, West Virginia",7180,99.1,0.6
54015,"Clay County, West Virginia",8789,99.2,0.7
54017,"Doddridge County, West Virginia",7861,98.2,1.2
54019,"Fayette County, West Virginia",43232,98.1,0.4
54021,"Gilmer County, West Virginia",8313,94,3.2
54023,"Grant County, West Virginia",11264,98.6,0.6
54025,"Greenbrier County, West Virginia",33781,98.8,0.4
54027,"Hampshire County, West Virginia",22594,98.6,0.6
54029,"Hancock County, West Virginia",28907,98.1,0.4
54031,"Hardy County, West Virginia",13166,95.2,1.4
54033,"Harrison County, West Virginia",65013,97.5,0.4
54035,"Jackson County, West Virginia",27327,98.9,0.5
54037,"Jefferson County, West Virginia",50877,93.9,0.8
54039,"Kanawha County, West Virginia",181519,97.9,0.2
54041,"Lewis County, West Virginia",15464,98.8,0.4
54043,"Lincoln County, West Virginia",20342,99.1,0.5
54045,"Logan County, West Virginia",34525,98.8,0.4
54047,"McDowell County, West Virginia",20438,99,0.4
54049,"Marion County, West Virginia",53476,97.9,0.4
54051,"Marshall County, West Virginia",31172,98.2,0.4
54053,"Mason County, West Virginia",25770,98.7,0.7
54055,"Mercer County, West Virginia",58521,97,0.5
54057,"Mineral County, West Virginia",26502,98.8,0.5
54059,"Mingo County, West Virginia",24854,98.7,0.5
54061,"Monongalia County, West Virginia",93829,94.3,0.5
54063,"Monroe County, West Virginia",12804,98.1,1.3
54065,"Morgan County, West Virginia",16694,98,0.8
54067,"Nicholas County, West Virginia",24673,99.3,0.4
54069,"Ohio County, West Virginia",41908,97,0.4
54071,"Pendleton County, West Virginia",7230,98.8,0.6
54073,"Pleasants County, West Virginia",7227,99.1,0.5
54075,"Pocahontas County, West Virginia",8329,99.3,0.7
54077,"Preston County, West Virginia",31870,97.9,0.4
54079,"Putnam County, West Virginia",52706,98.2,0.5
54081,"Raleigh County, West Virginia",74158,95.7,0.7
54083,"Randolph County, West Virginia",27854,99,0.4
54085,"Ritchie County, West Virginia",9743,99.3,0.4
54087,"Roane County, West Virginia",13985,98.6,0.6
54089,"Summers County, West Virginia",13181,96.4,1.6
54091,"Taylor County, West Virginia",15969,98.5,0.6
54093,"Tucker County, West Virginia",6756,99.4,0.5
54095,"Tyler County, West Virginia",8664,98.9,0.4
54097,"Upshur County, West Virginia",22955,99.1,0.4
54099,"Wayne County, West Virginia",39786,99.4,0.2
54101,"Webster County, West Virginia",8559,99.4,0.5
54103,"Wetzel County, West Virginia",15605,98.8,0.7
54105,"Wirt County, West Virginia",5508,99.2,0.7
54107,"Wood County, West Virginia",81776,98.3,0.3
54109,"Wyoming County, West Virginia",22152,99,0.6
55001,"Adams County, Wisconsin",19959,94.6,0.6
55003,"Ashland County, Wisconsin",15095,96.6,0.7
55005,"Barron County, Wisconsin",43082,95.1,0.7
55007,"Bayfield County, Wisconsin",14412,95.9,0.6
55009,"Brown County, Wisconsin",233380,90,0.4
55011,"Buffalo County, Wisconsin",12747,97.1,0.6
55013,"Burnett County, Wisconsin",14706,97,0.6
55015,"Calumet County, Wisconsin",46043,93.5,0.6
55017,"Chippewa County, Wisconsin",58794,96.7,0.5
55019,"Clark County, Wisconsin",31756,85.4,1.2
55021,"Columbia County, Wisconsin",53362,95.6,0.6
55023,"Crawford County, Wisconsin",15690,97.1,0.7
55025,"Dane County, Wisconsin",466434,88.4,0.3
55027,"Dodge County, Wisconsin",83810,95.4,0.5
55029,"Door County, Wisconsin",26637,95.7,0.6
55031,"Douglas County, Wisconsin",41467,97,0.5
55033,"Dunn County, Wisconsin",41528,95.9,0.5
55035,"Eau Claire County, Wisconsin",94010,94.1,0.6
55037,"Florence County, Wisconsin",4244,97.7,0.8
55039,"Fond du Lac County, Wisconsin",95847,94.1,0.5
55041,"Forest County, Wisconsin",8777,96,1.3
55043,"Grant County, Wisconsin",48227,95.6,0.6
55045,"Green County, Wisconsin",34654,95.1,0.7
55047,"Green Lake County, Wisconsin",18020,91.5,1.5
55049,"Iowa County, Wisconsin",22156,96.6,0.8
55051,"Iron County, Wisconsin",5726,97.4,0.8
55053,"Jackson County, Wisconsin",19251,93,1.2
55055,"Jefferson County, Wisconsin",79016,92.6,0.6
55057,"Juneau County, Wisconsin",25190,95.8,0.5
55059,"Kenosha County, Wisconsin",156252,88.4,0.7
55061,"Kewaunee County, Wisconsin",19458,96.1,0.6
55063,"La Crosse County, Wisconsin",108711,93.7,0.5
55065,"Lafayette County, Wisconsin",15753,92.8,1.3
55067,"Langlade County, Wisconsin",18808,96.5,0.9
55069,"Lincoln County, Wisconsin",27291,97.6,0.4
55071,"Manitowoc County, Wisconsin",76707,94.1,0.4
55073,"Marathon County, Wisconsin",125880,91.9,0.4
55075,"Marinette County, Wisconsin",39642,96.5,0.6
55077,"Marquette County, Wisconsin",14548,96,0.6
55078,"Menominee County, Wisconsin",3909,92.2,4.2
55079,"Milwaukee County, Wisconsin",881215,83.9,0.2
55081,"Monroe County, Wisconsin",41726,91.1,1.1
55083,"Oconto County, Wisconsin",35515,97.5,0.3
55085,"Oneida County, Wisconsin",34187,97.4,0.4
55087,"Outagamie County, Wisconsin",166383,92.9,0.4
55089,"Ozaukee County, Wisconsin",82277,93.6,0.6
55091,"Pepin County, Wisconsin",6978,94.2,1.6
55093,"Pierce County, Wisconsin",38572,96.8,0.4
55095,"Polk County, Wisconsin",41383,97,0.4
55097,"Portage County, Wisconsin",66349,93.8,0.4
55099,"Price County, Wisconsin",13424,97.3,0.7
55101,"Racine County, Wisconsin",182471,91,0.5
55103,"Richland County, Wisconsin",16866,95,1
55105,"Rock County, Wisconsin",150230,91.6,0.4
55107,"Rusk County, Wisconsin",13787,96.8,0.6
55109,"St. Croix County, Wisconsin",79001,96.5,0.5
55111,"Sauk County, Wisconsin",58420,93.7,0.7
55113,"Sawyer County, Wisconsin",15575,96.4,0.7
55115,"Shawano County, Wisconsin",39472,96.1,0.5
55117,"Sheboygan County, Wisconsin",108352,90.2,0.6
55119,"Taylor County, Wisconsin",19340,94.7,1
55121,"Trempealeau County, Wisconsin",27141,92.6,0.7
55123,"Vernon County, Wisconsin",27896,88.6,1.6
55125,"Vilas County, Wisconsin",20545,95.6,0.6
55127,"Walworth County, Wisconsin",96736,89,0.8
55129,"Washburn County, Wisconsin",15030,97.6,0.4
55131,"Washington County, Wisconsin",124510,95.3,0.5
55133,"Waukesha County, Wisconsin",370252,92.8,0.3
55135,"Waupaca County, Wisconsin",49457,96.2,0.5
55137,"Waushara County, Wisconsin",23289,92.2,0.8
55139,"Winnebago County, Wisconsin",158166,94.6,0.4
55141,"Wood County, Wisconsin",70052,95,0.5
56001,"Albany County, Wyoming",34827,90.3,1.1
56003,"Big Horn County, Wyoming",10971,92.9,1.4
56005,"Campbell County, Wyoming",42929,93.7,1
56007,"Carbon County, Wyoming",14776,89.9,1.8
56009,"Converse County, Wyoming",12966,96.5,1.1
56011,"Crook County, Wyoming",6636,98.7,1.1
56013,"Fremont County, Wyoming",37404,92.7,1.2
56015,"Goshen County, Wyoming",12687,93.3,1.6
56017,"Hot Springs County, Wyoming",4561,95.8,2
56019,"Johnson County, Wyoming",8032,97.8,1.2
56021,"Laramie County, Wyoming",86562,93.2,0.8
56023,"Lincoln County, Wyoming",16780,95.7,1.3
56025,"Natrona County, Wyoming",72057,94.7,0.6
56027,"Niobrara County, Wyoming",2372,98.6,0.9
56029,"Park County, Wyoming",26915,93.9,1.6
56031,"Platte County, Wyoming",8023,96.5,1.6
56033,"Sheridan County, Wyoming",27562,95.2,1
56035,"Sublette County, Wyoming",9517,96.4,2.1
56037,"Sweetwater County, Wyoming",40820,90.2,1.2
56039,"Teton County, Wyoming",20311,84.9,2.3
56041,"Uinta County, Wyoming",19370,93.4,1.9
56043,"Washakie County, Wyoming",7939,89.6,1.8
56045,"Weston County, Wyoming",6708,98.3,0.9
